    0.00446775	   4.999998e-01  -2.000243e-07   5.000000e-01   1.110223e-16   5.000000e-01   1.110223e-16   5.000000e-01  -1.688521e-08   5.000000e-01  -2.185002e-10   5.000000e-01  -9.619472e-12
0.0141897	   4.999978e-01  -2.189078e-06   5.000000e-01   1.110223e-16   5.000000e-01  -5.551115e-17   4.999998e-01  -1.584265e-07   5.000000e-01  -1.927358e-09   5.000000e-01  -8.271572e-11
0.0247221	   4.999933e-01  -6.689248e-06   5.000000e-01   1.110223e-16   5.000000e-01   1.110223e-16   4.999996e-01  -4.125617e-07   5.000000e-01  -4.717532e-09   5.000000e-01  -2.048163e-10
0.0352546	   4.999866e-01  -1.337766e-05   5.000000e-01   0.000000e+00   5.000000e-01   1.110223e-16   4.999993e-01  -7.414576e-07   5.000000e-01  -8.029273e-09   5.000000e-01  -3.505512e-10
0.045787	   4.999779e-01  -2.205907e-05   5.000000e-01   1.110223e-16   5.000000e-01   1.110223e-16   4.999989e-01  -1.135825e-06   5.000000e-01  -1.174186e-08   5.000000e-01  -5.159526e-10
0.05625	   4.999675e-01  -3.254095e-05   5.000000e-01   1.110223e-16   5.000000e-01   1.110223e-16   4.999984e-01  -1.591641e-06   5.000000e-01  -1.582564e-08   5.000000e-01  -7.009201e-10
0.0670139	   4.999548e-01  -4.519812e-05   5.000000e-01   0.000000e+00   5.000000e-01   1.110223e-16   4.999979e-01  -2.135661e-06   5.000000e-01  -2.056641e-08   5.000000e-01  -9.192624e-10
0.0780093	   4.999399e-01  -6.010186e-05   5.000000e-01   0.000000e+00   5.000000e-01   1.110223e-16   4.999972e-01  -2.783277e-06   5.000000e-01  -2.615968e-08   5.000000e-01  -1.181277e-09
0.0890046	   4.999229e-01  -7.706851e-05   5.000000e-01   0.000000e+00   5.000000e-01   1.110223e-16   4.999965e-01  -3.539370e-06   5.000000e-01  -3.271186e-08   5.000000e-01  -1.493205e-09
0.1	   4.999038e-01  -9.620057e-05   5.000000e-01   0.000000e+00   5.000000e-01   1.110223e-16   4.999956e-01  -4.419338e-06   5.000000e-01  -4.040977e-08   5.000000e-01  -1.865686e-09
0.115406	   4.998732e-01  -1.267551e-04   5.000000e-01   0.000000e+00   5.000000e-01  -5.551115e-17   4.999941e-01  -5.877460e-06   4.999999e-01  -5.313566e-08   5.000000e-01  -2.491812e-09
0.13155	   4.998360e-01  -1.640251e-04   5.000000e-01   0.000000e+00   5.000000e-01  -5.551115e-17   4.999922e-01  -7.764699e-06   4.999999e-01  -7.004963e-08   5.000000e-01  -3.337203e-09
0.146925	   4.997951e-01  -2.049442e-04   5.000000e-01  -5.551115e-17   5.000000e-01   0.000000e+00   4.999900e-01  -9.997838e-06   4.999999e-01  -9.096408e-08   5.000000e-01  -4.395847e-09
0.160111	   4.997555e-01  -2.445451e-04   5.000000e-01   1.110223e-16   5.000000e-01   0.000000e+00   4.999877e-01  -1.232019e-05   4.999999e-01  -1.136710e-07   5.000000e-01  -5.556258e-09
0.172992	   4.997126e-01  -2.873711e-04   5.000000e-01   2.220446e-16   5.000000e-01   0.000000e+00   4.999850e-01  -1.500291e-05   4.999999e-01  -1.409133e-07   5.000000e-01  -6.960659e-09
0.187653	   4.996588e-01  -3.411864e-04   5.000000e-01   2.220446e-16   5.000000e-01   0.000000e+00   4.999814e-01  -1.859139e-05   4.999998e-01  -1.787433e-07   5.000000e-01  -8.930614e-09
